country,year,quarter,arrivals,country_en
Đan mạch,2016,Q2,5409.0,Đan mạch
Đan mạch,2017,Q2,6620.0,Đan mạch
Đan mạch,2018,Q2,7338.0,Đan mạch
Đan mạch,2019,Q2,7839.0,Đan mạch
Đan mạch,2022,Q2,2128.0,Đan mạch
Đan mạch,2023,Q2,6479.0,Đan mạch
Đan mạch,2024,Q2,7294.0,Đan mạch
Đan mạch,2025,Q2,7008.0,Đan mạch
Đan mạch,2026,Q2,6464.0,Đan mạch
Đài Loan,2009,Q2,67194.0,Taiwan
Đài Loan,2010,Q2,79736.0,Taiwan
Đài Loan,2011,Q2,87051.0,Taiwan
Đài Loan,2012,Q2,103872.0,Taiwan
Đài Loan,2013,Q2,85441.0,Taiwan
Đài Loan,2014,Q2,98275.0,Taiwan
Đài Loan,2015,Q2,102876.0,Taiwan
Đài Loan,2016,Q2,119706.0,Taiwan
Đài Loan,2017,Q2,147710.0,Taiwan
Đài Loan,2018,Q2,174586.0,Taiwan
Đài Loan,2019,Q2,223219.0,Taiwan
Đài Loan,2022,Q2,15870.0,Taiwan
Đài Loan,2023,Q2,190581.0,Taiwan
Đài Loan,2024,Q2,330598.0,Taiwan
Đài Loan,2025,Q2,299469.0,Taiwan
Đài Loan,2026,Q2,221695.0,Taiwan
Đức,2013,Q2,15739.0,Germany
Đức,2014,Q2,27892.0,Germany
Đức,2015,Q2,28144.0,Germany
Đức,2016,Q2,32181.0,Germany
Đức,2017,Q2,41247.0,Germany
Đức,2018,Q2,43556.0,Germany
Đức,2019,Q2,46253.0,Germany
Đức,2022,Q2,13358.0,Germany
Đức,2023,Q2,43563.0,Germany
Đức,2024,Q2,52798.0,Germany
Đức,2025,Q2,54590.0,Germany
Đức,2026,Q2,48802.0,Germany
Ấn Độ,2018,Q2,32543.0,India
Ấn Độ,2019,Q2,38514.0,India
Ấn Độ,2023,Q2,98115.0,India
Ấn Độ,2024,Q2,123129.0,India
Ấn Độ,2025,Q2,194163.0,India
Ấn Độ,2026,Q2,165807.0,India
Ba Lan,2024,Q3,4937.0,Poland
Ba Lan,2025,Q3,7650.0,Poland
Bỉ,2008,Q3,3009.0,Belgium
Bỉ,2013,Q3,6375.0,Belgium
Bỉ,2014,Q3,6700.0,Belgium
Bỉ,2015,Q3,7113.0,Belgium
Bỉ,2016,Q3,8062.0,Belgium
Bỉ,2017,Q3,8825.0,Belgium
Bỉ,2018,Q3,9731.0,Belgium
Bỉ,2019,Q3,11275.0,Belgium
Bỉ,2022,Q3,4703.0,Belgium
Bỉ,2023,Q3,7858.0,Belgium
Bỉ,2024,Q3,7912.0,Belgium
Bỉ,2025,Q3,10333.0,Belgium
Campuchia,2008,Q3,23810.0,Cambodia
Campuchia,2010,Q3,73048.0,Cambodia
Campuchia,2011,Q3,104821.0,Cambodia
Campuchia,2012,Q3,72562.0,Cambodia
Campuchia,2013,Q3,91856.0,Cambodia
Campuchia,2014,Q3,88442.0,Cambodia
Campuchia,2015,Q3,49805.0,Cambodia
Campuchia,2016,Q3,61366.0,Cambodia
Campuchia,2017,Q3,54801.0,Cambodia
Campuchia,2018,Q3,36736.0,Cambodia
Campuchia,2019,Q3,49997.0,Cambodia
Campuchia,2022,Q3,69091.0,Cambodia
Campuchia,2023,Q3,92006.0,Cambodia
Campuchia,2024,Q3,94236.0,Cambodia
Campuchia,2025,Q3,129599.0,Cambodia
Canada,2008,Q3,13822.0,Canada
Canada,2009,Q3,17808.0,Canada
Canada,2013,Q3,21553.0,Canada
Canada,2014,Q3,20567.0,Canada
Canada,2015,Q3,19664.0,Canada
Canada,2016,Q3,23209.0,Canada
Canada,2017,Q3,24750.0,Canada
Canada,2018,Q3,26610.0,Canada
Canada,2019,Q3,29159.0,Canada
Canada,2022,Q3,14033.0,Canada
Canada,2023,Q3,23104.0,Canada
Canada,2024,Q3,23751.0,Canada
Canada,2025,Q3,28506.0,Canada
Hoa Kỳ,2008,Q3,67027.0,USA
Hoa Kỳ,2009,Q3,94431.0,USA
Hoa Kỳ,2010,Q3,94105.0,USA
Hoa Kỳ,2011,Q3,83685.0,USA
Hoa Kỳ,2012,Q3,93884.0,USA
Hoa Kỳ,2013,Q3,95581.0,USA
Hoa Kỳ,2014,Q3,100098.0,USA
Hoa Kỳ,2015,Q3,112322.0,USA
Hoa Kỳ,2016,Q3,128689.0,USA
Hoa Kỳ,2017,Q3,143201.0,USA
Hoa Kỳ,2018,Q3,158993.0,USA
Hoa Kỳ,2019,Q3,176029.0,USA
Hoa Kỳ,2022,Q3,108542.0,USA
Hoa Kỳ,2023,Q3,175081.0,USA
Hoa Kỳ,2024,Q3,163515.0,USA
Hoa Kỳ,2025,Q3,173444.0,USA
Hà Lan,2008,Q3,7011.0,Netherlands
Hà Lan,2013,Q3,14919.0,Netherlands
Hà Lan,2014,Q3,15379.0,Netherlands
Hà Lan,2015,Q3,16681.0,Netherlands
Hà Lan,2016,Q3,21223.0,Netherlands
Hà Lan,2017,Q3,23058.0,Netherlands
Hà Lan,2018,Q3,24282.0,Netherlands
Hà Lan,2019,Q3,25422.0,Netherlands
Hà Lan,2022,Q3,10576.0,Netherlands
Hà Lan,2023,Q3,20441.0,Netherlands
Hà Lan,2024,Q3,19037.0,Netherlands
Hà Lan,2025,Q3,25712.0,Netherlands
Hàn Quốc,2008,Q3,64248.0,South Korea
Hàn Quốc,2009,Q3,85681.0,South Korea
Hàn Quốc,2010,Q3,113016.0,South Korea
Hàn Quốc,2011,Q3,114469.0,South Korea
Hàn Quốc,2012,Q3,156538.0,South Korea
Hàn Quốc,2013,Q3,176206.0,South Korea
Hàn Quốc,2014,Q3,212890.0,South Korea
Hàn Quốc,2015,Q3,257453.0,South Korea
Hàn Quốc,2016,Q3,392899.0,South Korea
Hàn Quốc,2017,Q3,648092.0,South Korea
Hàn Quốc,2018,Q3,850359.0,South Korea
Hàn Quốc,2019,Q3,1062091.0,South Korea
Hàn Quốc,2022,Q3,381570.0,South Korea
Hàn Quốc,2023,Q3,982657.0,South Korea
Hàn Quốc,2024,Q3,1086021.0,South Korea
Hàn Quốc,2025,Q3,1029767.0,South Korea
Hồng Kông,2008,Q3,765.0,Hong Kong
Hồng Kông,2013,Q3,2370.0,Hong Kong
Hồng Kông,2014,Q3,2416.0,Hong Kong
Hồng Kông,2015,Q3,7157.0,Hong Kong
Hồng Kông,2016,Q3,9270.0,Hong Kong
Hồng Kông,2017,Q3,13592.0,Hong Kong
Hồng Kông,2018,Q3,17640.0,Hong Kong
Hồng Kông,2019,Q3,6498.0,Hong Kong
Hồng Kông,2022,Q3,30.0,Hong Kong
Hồng Kông,2023,Q3,12.0,Hong Kong
Indonesia,2008,Q3,3908.0,Indonesia
Indonesia,2013,Q3,18598.0,Indonesia
Indonesia,2014,Q3,16864.0,Indonesia
Indonesia,2015,Q3,17302.0,Indonesia
Indonesia,2016,Q3,19380.0,Indonesia
Indonesia,2017,Q3,23620.0,Indonesia
Indonesia,2018,Q3,22235.0,Indonesia
Indonesia,2019,Q3,25049.0,Indonesia
Indonesia,2022,Q3,13337.0,Indonesia
Indonesia,2023,Q3,26195.0,Indonesia
Indonesia,2024,Q3,39501.0,Indonesia
Indonesia,2025,Q3,47992.0,Indonesia
Lào,2008,Q3,6911.0,Laos
Lào,2013,Q3,45860.0,Laos
Lào,2014,Q3,42712.0,Laos
Lào,2015,Q3,37560.0,Laos
Lào,2016,Q3,44489.0,Laos
Lào,2017,Q3,47269.0,Laos
Lào,2018,Q3,35874.0,Laos
Lào,2019,Q3,25312.0,Laos
Lào,2022,Q3,37523.0,Laos
Lào,2023,Q3,42695.0,Laos
Lào,2024,Q3,45801.0,Laos
Lào,2025,Q3,58900.0,Laos
Malaysia,2008,Q3,27020.0,Malaysia
Malaysia,2009,Q3,35355.0,Malaysia
Malaysia,2010,Q3,50664.0,Malaysia
Malaysia,2011,Q3,53298.0,Malaysia
Malaysia,2012,Q3,65275.0,Malaysia
Malaysia,2013,Q3,73744.0,Malaysia
Malaysia,2014,Q3,61099.0,Malaysia
Malaysia,2015,Q3,76523.0,Malaysia
Malaysia,2016,Q3,87982.0,Malaysia
Malaysia,2017,Q3,103233.0,Malaysia
Malaysia,2018,Q3,116739.0,Malaysia
Malaysia,2019,Q3,134802.0,Malaysia
Malaysia,2022,Q3,54423.0,Malaysia
Malaysia,2023,Q3,101480.0,Malaysia
Malaysia,2024,Q3,102930.0,Malaysia
Malaysia,2025,Q3,138393.0,Malaysia
Na Uy,2008,Q3,3420.0,Norway
Na Uy,2013,Q3,6237.0,Norway
Na Uy,2014,Q3,6641.0,Norway
Na Uy,2015,Q3,6038.0,Norway
Na Uy,2016,Q3,6408.0,Norway
Na Uy,2017,Q3,6993.0,Norway
Na Uy,2018,Q3,7335.0,Norway
Na Uy,2019,Q3,7690.0,Norway
Na Uy,2022,Q3,3443.0,Norway
Na Uy,2023,Q3,7444.0,Norway
Na Uy,2024,Q3,7021.0,Norway
Na Uy,2025,Q3,7816.0,Norway
New Zealand,2008,Q3,3868.0,New Zealand
New Zealand,2013,Q3,8414.0,New Zealand
New Zealand,2014,Q3,8862.0,New Zealand
New Zealand,2015,Q3,8462.0,New Zealand
New Zealand,2016,Q3,14299.0,New Zealand
New Zealand,2017,Q3,16706.0,New Zealand
New Zealand,2018,Q3,16672.0,New Zealand
New Zealand,2019,Q3,13185.0,New Zealand
New Zealand,2022,Q3,4007.0,New Zealand
New Zealand,2023,Q3,10264.0,New Zealand
New Zealand,2024,Q3,12360.0,New Zealand
New Zealand,2025,Q3,15080.0,New Zealand
Nga,2008,Q3,5756.0,Russia
Nga,2013,Q3,52146.0,Russia
Nga,2014,Q3,70946.0,Russia
Nga,2015,Q3,67635.0,Russia
Nga,2016,Q3,94705.0,Russia
Nga,2017,Q3,107133.0,Russia
Nga,2018,Q3,116593.0,Russia
Nga,2019,Q3,119387.0,Russia
Nga,2022,Q3,8041.0,Russia
Nga,2023,Q3,26325.0,Russia
Nga,2024,Q3,50791.0,Russia
Nga,2025,Q3,175312.0,Russia
Nhật Bản,2008,Q3,67384.0,Japan
Nhật Bản,2009,Q3,89891.0,Japan
Nhật Bản,2010,Q3,106979.0,Japan
Nhật Bản,2011,Q3,105572.0,Japan
Nhật Bản,2012,Q3,139140.0,Japan
Nhật Bản,2013,Q3,155517.0,Japan
Nhật Bản,2014,Q3,168582.0,Japan
Nhật Bản,2015,Q3,181707.0,Japan
Nhật Bản,2016,Q3,199305.0,Japan
Nhật Bản,2017,Q3,219488.0,Japan
Nhật Bản,2018,Q3,219689.0,Japan
Nhật Bản,2019,Q3,256833.0,Japan
Nhật Bản,2022,Q3,68137.0,Japan
Nhật Bản,2023,Q3,173357.0,Japan
Nhật Bản,2024,Q3,193368.0,Japan
Nhật Bản,2025,Q3,224454.0,Japan
Philippines,2008,Q3,7598.0,Philippines
Philippines,2013,Q3,24788.0,Philippines
Philippines,2014,Q3,25734.0,Philippines
Philippines,2015,Q3,24887.0,Philippines
Philippines,2016,Q3,28509.0,Philippines
Philippines,2017,Q3,32160.0,Philippines
Philippines,2018,Q3,37108.0,Philippines
Philippines,2019,Q3,42870.0,Philippines
Philippines,2022,Q3,16101.0,Philippines
Philippines,2023,Q3,42436.0,Philippines
Philippines,2024,Q3,69138.0,Philippines
Philippines,2025,Q3,119118.0,Philippines
Pháp,2008,Q3,25443.0,France
Pháp,2009,Q3,39723.0,France
Pháp,2010,Q3,45928.0,France
Pháp,2011,Q3,42915.0,France
Pháp,2012,Q3,47047.0,France
Pháp,2013,Q3,48525.0,France
Pháp,2014,Q3,48512.0,France
Pháp,2015,Q3,48843.0,France
Pháp,2016,Q3,55592.0,France
Pháp,2017,Q3,57066.0,France
Pháp,2018,Q3,60193.0,France
Pháp,2019,Q3,60772.0,France
Pháp,2022,Q3,25761.0,France
Pháp,2023,Q3,48725.0,France
Pháp,2024,Q3,52874.0,France
Pháp,2025,Q3,69893.0,France
Phần Lan,2008,Q3,701.0,Finland
Phần Lan,2013,Q3,2501.0,Finland
Phần Lan,2014,Q3,2528.0,Finland
Phần Lan,2015,Q3,1562.0,Finland
Phần Lan,2016,Q3,1504.0,Finland
Phần Lan,2017,Q3,1718.0,Finland
Phần Lan,2018,Q3,1826.0,Finland
Phần Lan,2019,Q3,1980.0,Finland
Phần Lan,2022,Q3,985.0,Finland
Phần Lan,2023,Q3,1530.0,Finland
Singapore,2008,Q3,24951.0,Singapore
Singapore,2011,Q3,16053.0,Singapore
Singapore,2013,Q3,45077.0,Singapore
Singapore,2014,Q3,43700.0,Singapore
Singapore,2015,Q3,54846.0,Singapore
Singapore,2016,Q3,55894.0,Singapore
Singapore,2017,Q3,60707.0,Singapore
Singapore,2018,Q3,62107.0,Singapore
Singapore,2019,Q3,70839.0,Singapore
Singapore,2022,Q3,54348.0,Singapore
Singapore,2023,Q3,74052.0,Singapore
Singapore,2024,Q3,71088.0,Singapore
Singapore,2025,Q3,89178.0,Singapore
Thái Lan,2008,Q3,25312.0,Thailand
Thái Lan,2009,Q3,30144.0,Thailand
Thái Lan,2010,Q3,51843.0,Thailand
Thái Lan,2011,Q3,29842.0,Thailand
Thái Lan,2012,Q3,54391.0,Thailand
Thái Lan,2013,Q3,65675.0,Thailand
Thái Lan,2014,Q3,58754.0,Thailand
Thái Lan,2015,Q3,40904.0,Thailand
Thái Lan,2016,Q3,53666.0,Thailand
Thái Lan,2017,Q3,58855.0,Thailand
Thái Lan,2018,Q3,67828.0,Thailand
Thái Lan,2019,Q3,99987.0,Thailand
Thái Lan,2022,Q3,60914.0,Thailand
Thái Lan,2023,Q3,85263.0,Thailand
Thái Lan,2024,Q3,74375.0,Thailand
Thái Lan,2025,Q3,90546.0,Thailand
Thụy sĩ,2008,Q3,3220.0,Thụy sĩ
Thụy sĩ,2013,Q3,6192.0,Thụy sĩ
Thụy sĩ,2014,Q3,6477.0,Thụy sĩ
Thụy sĩ,2015,Q3,6046.0,Thụy sĩ
Thụy sĩ,2016,Q3,6691.0,Thụy sĩ
Thụy sĩ,2017,Q3,6654.0,Thụy sĩ
Thụy sĩ,2018,Q3,6902.0,Thụy sĩ
Thụy sĩ,2019,Q3,6936.0,Thụy sĩ
Thụy sĩ,2022,Q3,3790.0,Thụy sĩ
Thụy sĩ,2023,Q3,6012.0,Thụy sĩ
Thụy sĩ,2024,Q3,5774.0,Thụy sĩ
Thụy sĩ,2025,Q3,7674.0,Thụy sĩ
Thụy Điển,2008,Q3,2642.0,Sweden
Thụy Điển,2013,Q3,4855.0,Sweden
Thụy Điển,2014,Q3,5017.0,Sweden
Thụy Điển,2015,Q3,4509.0,Sweden
Thụy Điển,2016,Q3,5429.0,Sweden
Thụy Điển,2017,Q3,5625.0,Sweden
Thụy Điển,2018,Q3,5864.0,Sweden
Thụy Điển,2019,Q3,5802.0,Sweden
Thụy Điển,2022,Q3,2694.0,Sweden
Thụy Điển,2023,Q3,4901.0,Sweden
Thụy Điển,2024,Q3,4858.0,Sweden
Thụy Điển,2025,Q3,5475.0,Sweden
Trung Quốc,2008,Q3,89889.0,China
Trung Quốc,2009,Q3,130153.0,China
Trung Quốc,2010,Q3,238716.0,China
Trung Quốc,2011,Q3,335864.0,China
Trung Quốc,2012,Q3,309678.0,China
Trung Quốc,2013,Q3,533297.0,China
Trung Quốc,2014,Q3,407507.0,China
Trung Quốc,2015,Q3,446352.0,China
Trung Quốc,2016,Q3,783043.0,China
Trung Quốc,2017,Q3,1048706.0,China
Trung Quốc,2018,Q3,1240553.0,China
Trung Quốc,2019,Q3,1493852.0,China
Trung Quốc,2022,Q3,35964.0,China
Trung Quốc,2023,Q3,565421.0,China
Trung Quốc,2024,Q3,814306.0,China
Trung Quốc,2025,Q3,1166925.0,China
Tây Ban Nha,2008,Q3,4882.0,Spain
Tây Ban Nha,2013,Q3,13681.0,Spain
Tây Ban Nha,2014,Q3,16802.0,Spain
Tây Ban Nha,2015,Q3,18272.0,Spain
Tây Ban Nha,2016,Q3,24146.0,Spain
Tây Ban Nha,2017,Q3,28132.0,Spain
Tây Ban Nha,2018,Q3,32156.0,Spain
Tây Ban Nha,2019,Q3,36110.0,Spain
Tây Ban Nha,2022,Q3,11825.0,Spain
Tây Ban Nha,2023,Q3,29182.0,Spain
Tây Ban Nha,2024,Q3,32418.0,Spain
Tây Ban Nha,2025,Q3,32502.0,Spain
Vương quốc Anh,2008,Q3,15671.0,Vương quốc Anh
Vương quốc Anh,2013,Q3,45091.0,Vương quốc Anh
Vương quốc Anh,2014,Q3,48620.0,Vương quốc Anh
Vương quốc Anh,2015,Q3,51311.0,Vương quốc Anh
Vương quốc Anh,2016,Q3,61586.0,Vương quốc Anh
Vương quốc Anh,2017,Q3,68031.0,Vương quốc Anh
Vương quốc Anh,2018,Q3,67989.0,Vương quốc Anh
Vương quốc Anh,2019,Q3,72302.0,Vương quốc Anh
Vương quốc Anh,2022,Q3,31716.0,Vương quốc Anh
Vương quốc Anh,2023,Q3,57701.0,Vương quốc Anh
Vương quốc Anh,2024,Q3,57217.0,Vương quốc Anh
Vương quốc Anh,2025,Q3,73900.0,Vương quốc Anh
Úc,2008,Q3,41190.0,Australia
Úc,2009,Q3,46533.0,Australia
Úc,2010,Q3,62047.0,Australia
Úc,2011,Q3,49736.0,Australia
Úc,2012,Q3,62694.0,Australia
Úc,2013,Q3,78167.0,Australia
Úc,2014,Q3,77417.0,Australia
Úc,2015,Q3,73825.0,Australia
Úc,2016,Q3,78474.0,Australia
Úc,2017,Q3,94199.0,Australia
Úc,2018,Q3,94035.0,Australia
Úc,2019,Q3,91564.0,Australia
Úc,2022,Q3,50395.0,Australia
Úc,2023,Q3,98337.0,Australia
Úc,2024,Q3,111886.0,Australia
Úc,2025,Q3,125269.0,Australia
Ý,2008,Q3,2478.0,Italy
Ý,2013,Q3,8862.0,Italy
Ý,2014,Q3,9712.0,Italy
Ý,2015,Q3,10469.0,Italy
Ý,2016,Q3,13925.0,Italy
Ý,2017,Q3,15159.0,Italy
Ý,2018,Q3,16453.0,Italy
Ý,2019,Q3,17312.0,Italy
Ý,2022,Q3,7308.0,Italy
Ý,2023,Q3,16665.0,Italy
Ý,2024,Q3,22860.0,Italy
Ý,2025,Q3,27277.0,Italy
Đan mạch,2008,Q3,3352.0,Đan mạch
Đan mạch,2013,Q3,6412.0,Đan mạch
Đan mạch,2014,Q3,6597.0,Đan mạch
Đan mạch,2015,Q3,6435.0,Đan mạch
Đan mạch,2016,Q3,7234.0,Đan mạch
Đan mạch,2017,Q3,7923.0,Đan mạch
Đan mạch,2018,Q3,9018.0,Đan mạch
Đan mạch,2019,Q3,9019.0,Đan mạch
Đan mạch,2022,Q3,4309.0,Đan mạch
Đan mạch,2023,Q3,6673.0,Đan mạch
Đan mạch,2024,Q3,6472.0,Đan mạch
Đan mạch,2025,Q3,7917.0,Đan mạch
Đài Loan,2008,Q3,53211.0,Taiwan
Đài Loan,2009,Q3,70429.0,Taiwan
Đài Loan,2010,Q3,85142.0,Taiwan
Đài Loan,2011,Q3,76969.0,Taiwan
Đài Loan,2012,Q3,94998.0,Taiwan
Đài Loan,2013,Q3,115440.0,Taiwan
Đài Loan,2014,Q3,98927.0,Taiwan
Đài Loan,2015,Q3,120868.0,Taiwan
Đài Loan,2016,Q3,139622.0,Taiwan
Đài Loan,2017,Q3,160474.0,Taiwan
Đài Loan,2018,Q3,188743.0,Taiwan
Đài Loan,2019,Q3,244157.0,Taiwan
Đài Loan,2022,Q3,42084.0,Taiwan
Đài Loan,2023,Q3,252612.0,Taiwan
Đài Loan,2024,Q3,323377.0,Taiwan
Đài Loan,2025,Q3,296414.0,Taiwan
Đức,2008,Q3,12970.0,Germany
Đức,2013,Q3,25515.0,Germany
Đức,2014,Q3,30408.0,Germany
Đức,2015,Q3,31746.0,Germany
Đức,2016,Q3,38749.0,Germany
Đức,2017,Q3,40523.0,Germany
Đức,2018,Q3,43561.0,Germany
Đức,2019,Q3,44903.0,Germany
Đức,2022,Q3,28925.0,Germany
Đức,2023,Q3,43190.0,Germany
Đức,2024,Q3,44700.0,Germany
Đức,2025,Q3,55400.0,Germany
Ấn Độ,2018,Q3,30940.0,India
Ấn Độ,2019,Q3,38963.0,India
Ấn Độ,2023,Q3,96776.0,India
Ấn Độ,2024,Q3,113716.0,India
Ấn Độ,2025,Q3,167125.0,India
Ba Lan,2024,Q4,19677.0,Poland
Ba Lan,2025,Q4,26965.0,Poland
Bỉ,2008,Q4,1331.0,Belgium
Bỉ,2012,Q4,1706.0,Belgium
Bỉ,2013,Q4,5567.0,Belgium
Bỉ,2014,Q4,5457.0,Belgium
Bỉ,2015,Q4,6266.0,Belgium
Bỉ,2016,Q4,6816.0,Belgium
Bỉ,2017,Q4,7400.0,Belgium
Bỉ,2018,Q4,7437.0,Belgium
Bỉ,2019,Q4,8445.0,Belgium
Bỉ,2022,Q4,4929.0,Belgium
Bỉ,2023,Q4,7187.0,Belgium
Bỉ,2024,Q4,9140.0,Belgium
Bỉ,2025,Q4,10936.0,Belgium
Campuchia,2008,Q4,6875.0,Cambodia
Campuchia,2010,Q4,64638.0,Cambodia
Campuchia,2011,Q4,121147.0,Cambodia
Campuchia,2012,Q4,89716.0,Cambodia
Campuchia,2013,Q4,67564.0,Cambodia
Campuchia,2014,Q4,106187.0,Cambodia
Campuchia,2015,Q4,58862.0,Cambodia
Campuchia,2016,Q4,65613.0,Cambodia
Campuchia,2017,Q4,52720.0,Cambodia
Campuchia,2018,Q4,46828.0,Cambodia
Campuchia,2019,Q4,119398.0,Cambodia
Campuchia,2022,Q4,95946.0,Cambodia
Campuchia,2023,Q4,112240.0,Cambodia
Campuchia,2024,Q4,148853.0,Cambodia
Campuchia,2025,Q4,197262.0,Cambodia
Canada,2008,Q4,5363.0,Canada
Canada,2009,Q4,11281.0,Canada
Canada,2012,Q4,9043.0,Canada
Canada,2013,Q4,27446.0,Canada
Canada,2014,Q4,23624.0,Canada
Canada,2015,Q4,27524.0,Canada
Canada,2016,Q4,33283.0,Canada
Canada,2017,Q4,35555.0,Canada
Canada,2018,Q4,37760.0,Canada
Canada,2019,Q4,40497.0,Canada
Canada,2022,Q4,27745.0,Canada
Canada,2023,Q4,37016.0,Canada
Canada,2024,Q4,43857.0,Canada
Canada,2025,Q4,51885.0,Canada
Hoa Kỳ,2008,Q4,85668.0,USA
Hoa Kỳ,2009,Q4,86566.0,USA
Hoa Kỳ,2010,Q4,106105.0,USA
Hoa Kỳ,2011,Q4,110939.0,USA
Hoa Kỳ,2012,Q4,104448.0,USA
Hoa Kỳ,2013,Q4,104013.0,USA
Hoa Kỳ,2014,Q4,99557.0,USA
Hoa Kỳ,2015,Q4,123059.0,USA
Hoa Kỳ,2016,Q4,130995.0,USA
Hoa Kỳ,2017,Q4,150712.0,USA
Hoa Kỳ,2018,Q4,158592.0,USA
Hoa Kỳ,2019,Q4,177058.0,USA
Hoa Kỳ,2022,Q4,141564.0,USA
Hoa Kỳ,2023,Q4,168207.0,USA
Hoa Kỳ,2024,Q4,201180.0,USA
Hoa Kỳ,2025,Q4,226151.0,USA
Hà Lan,2008,Q4,2927.0,Netherlands
Hà Lan,2012,Q4,3803.0,Netherlands
Hà Lan,2013,Q4,11802.0,Netherlands
Hà Lan,2014,Q4,11415.0,Netherlands
Hà Lan,2015,Q4,14049.0,Netherlands
Hà Lan,2016,Q4,16297.0,Netherlands
Hà Lan,2017,Q4,17342.0,Netherlands
Hà Lan,2018,Q4,17744.0,Netherlands
Hà Lan,2019,Q4,18587.0,Netherlands
Hà Lan,2022,Q4,11892.0,Netherlands
Hà Lan,2023,Q4,17761.0,Netherlands
Hà Lan,2024,Q4,20366.0,Netherlands
Hà Lan,2025,Q4,23500.0,Netherlands
Hàn Quốc,2008,Q4,90985.0,South Korea
Hàn Quốc,2009,Q4,79757.0,South Korea
Hàn Quốc,2010,Q4,130523.0,South Korea
Hàn Quốc,2011,Q4,155545.0,South Korea
Hàn Quốc,2012,Q4,176931.0,South Korea
Hàn Quốc,2013,Q4,186651.0,South Korea
Hàn Quốc,2014,Q4,230860.0,South Korea
Hàn Quốc,2015,Q4,302298.0,South Korea
Hàn Quốc,2016,Q4,409915.0,South Korea
Hàn Quốc,2017,Q4,700896.0,South Korea
Hàn Quốc,2018,Q4,921443.0,South Korea
Hàn Quốc,2019,Q4,1150109.0,South Korea
Hàn Quốc,2022,Q4,475932.0,South Korea
Hàn Quốc,2023,Q4,1010222.0,South Korea
Hàn Quốc,2024,Q4,1201241.0,South Korea
Hàn Quốc,2025,Q4,1093671.0,South Korea
Hồng Kông,2008,Q4,644.0,Hong Kong
Hồng Kông,2012,Q4,700.0,Hong Kong
Hồng Kông,2013,Q4,3668.0,Hong Kong
Hồng Kông,2014,Q4,2364.0,Hong Kong
Hồng Kông,2015,Q4,4025.0,Hong Kong
Hồng Kông,2016,Q4,8909.0,Hong Kong
Hồng Kông,2017,Q4,12783.0,Hong Kong
Hồng Kông,2018,Q4,16999.0,Hong Kong
Hồng Kông,2019,Q4,19814.0,Hong Kong
Hồng Kông,2022,Q4,21.0,Hong Kong
Hồng Kông,2023,Q4,4.0,Hong Kong
Indonesia,2008,Q4,2932.0,Indonesia
Indonesia,2012,Q4,5443.0,Indonesia
Indonesia,2013,Q4,16615.0,Indonesia
Indonesia,2014,Q4,15402.0,Indonesia
Indonesia,2015,Q4,16033.0,Indonesia
Indonesia,2016,Q4,18272.0,Indonesia
Indonesia,2017,Q4,20193.0,Indonesia
Indonesia,2018,Q4,21120.0,Indonesia
Indonesia,2019,Q4,27269.0,Indonesia
Indonesia,2022,Q4,16610.0,Indonesia
Indonesia,2023,Q4,34704.0,Indonesia
Indonesia,2024,Q4,48483.0,Indonesia
Indonesia,2025,Q4,52340.0,Indonesia
Lào,2008,Q4,1602.0,Laos
Lào,2012,Q4,13554.0,Laos
Lào,2013,Q4,26551.0,Laos
Lào,2014,Q4,23958.0,Laos
Lào,2015,Q4,30465.0,Laos
Lào,2016,Q4,36720.0,Laos
Lào,2017,Q4,26032.0,Laos
Lào,2018,Q4,23714.0,Laos
Lào,2019,Q4,26639.0,Laos
Lào,2022,Q4,21269.0,Laos
Lào,2023,Q4,23380.0,Laos
Lào,2024,Q4,37564.0,Laos
Lào,2025,Q4,31757.0,Laos
Malaysia,2008,Q4,46906.0,Malaysia
Malaysia,2009,Q4,44510.0,Malaysia
Malaysia,2010,Q4,61458.0,Malaysia
Malaysia,2011,Q4,64968.0,Malaysia
Malaysia,2012,Q4,87866.0,Malaysia
Malaysia,2013,Q4,102429.0,Malaysia
Malaysia,2014,Q4,90453.0,Malaysia
Malaysia,2015,Q4,96090.0,Malaysia
Malaysia,2016,Q4,119751.0,Malaysia
Malaysia,2017,Q4,145638.0,Malaysia
Malaysia,2018,Q4,158271.0,Malaysia
Malaysia,2019,Q4,172919.0,Malaysia
Malaysia,2022,Q4,94187.0,Malaysia
Malaysia,2023,Q4,136709.0,Malaysia
Malaysia,2024,Q4,138866.0,Malaysia
Malaysia,2025,Q4,168454.0,Malaysia
Na Uy,2008,Q4,918.0,Norway
Na Uy,2012,Q4,1734.0,Norway
Na Uy,2013,Q4,4807.0,Norway
Na Uy,2014,Q4,4622.0,Norway
Na Uy,2015,Q4,4847.0,Norway
Na Uy,2016,Q4,4968.0,Norway
Na Uy,2017,Q4,5143.0,Norway
Na Uy,2018,Q4,5430.0,Norway
Na Uy,2019,Q4,5838.0,Norway
Na Uy,2022,Q4,3520.0,Norway
Na Uy,2023,Q4,4924.0,Norway
Na Uy,2024,Q4,7343.0,Norway
Na Uy,2025,Q4,8601.0,Norway
New Zealand,2008,Q4,2066.0,New Zealand
New Zealand,2012,Q4,2337.0,New Zealand
New Zealand,2013,Q4,7897.0,New Zealand
New Zealand,2014,Q4,7467.0,New Zealand
